Sanctioned Entity/Individual,US,UK,EU,Switzerland,Canada,Australia,Japan,Type,Sanctions Lists,Notes,
Tatyana Georgiyevna Lobach,✅,✅,✅,✅,✅,✅,❌,Individual,,,
Tatyana Ivanovna Dyakonova,✅,✅,✅,✅,✅,✅,✅,Individual,,,
Tatyana Lobach,❌,❌,❌,❌,❌,❌,❌,Individual,,,
Tatyana Trofimovna Demchenko,❌,❌,❌,❌,✅,❌,❌,Individual,,,
Tatyana Viktorovna Pereverzeva,✅,✅,✅,✅,✅,✅,✅,Individual,,,
Tatyana Vladimirovna Zhuravleva,❌,✅,✅,✅,✅,❌,✅,Individual,,,
"Td Agrotorg, Ooo",✅,❌,❌,❌,❌,❌,❌,Entity,,,
"Technodinamica Holding, Jsc",❌,❌,❌,❌,✅,❌,❌,Entity,,,
Technopark Skolkovo Limited Liability Company,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Tekhnologii Kreditovaniya Limited Liability Company,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Tekhnosoft Ooo,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Television Station Russia-1,✅,❌,❌,❌,✅,❌,❌,Entity,,,
Terek Special Rapid Response Team,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Teriberka,✅,❌,❌,❌,❌,❌,❌,Vessel,,,
Teriberka,✅,❌,❌,❌,❌,❌,❌,Vessel,,,
"Terneftegaz, Zao",✅,❌,❌,❌,❌,❌,❌,Entity,,,
Terskiy Bereg,✅,❌,❌,❌,❌,❌,❌,Vessel,,,
Teshilovo Ooo,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Tetiana Kuzmich,✅,✅,✅,✅,✅,✅,❌,Individual,,,
Tetyana Yuriivna Tumilina,✅,❌,❌,❌,✅,❌,❌,Individual,,,
The Alexander Gorchakov  Public Diplomacy Fund,❌,❌,✅,✅,❌,❌,❌,Entity,,,
The All-Russia State Television and Radio Broadcasting Company (VGTRK),❌,✅,❌,❌,✅,❌,❌,Entity,,,
"The Federal Agency for the  Commonwealth of Independent  States Affairs, Compatriots  Living Abroad and  International Humanitarian  Cooperation",❌,❌,✅,✅,❌,❌,❌,Entity,,,
The Federation Council Of The Federal Assembly Of The Russian Federation,✅,❌,❌,❌,❌,❌,❌,Entity,,,
The Foundation for National Values Protection,✅,❌,❌,❌,❌,❌,❌,Entity,,,
The Limited Liability Company Investment Company Abros,✅,❌,❌,❌,✅,❌,❌,Entity,,,
The Limited Liability Company Networking Company Irkut,✅,❌,✅,❌,❌,❌,❌,Entity,,,
The South-East Movement,✅,❌,❌,❌,✅,❌,❌,Entity,,,
The Special Technology Centre Llc,❌,✅,❌,❌,❌,❌,❌,Entity,,,
Tigran Edmondovich Keosayan,❌,✅,✅,✅,✅,✅,❌,Individual,,,
Tigran Garikovich Khachaturov,✅,✅,❌,❌,✅,❌,❌,Individual,,,
Tigran Oganesovich Khudaverdyan,❌,✅,✅,✅,✅,✅,❌,Entity,,,
Tiksy,✅,❌,❌,❌,❌,❌,❌,Vessel,,,
Timofey Bazhenov,✅,✅,✅,✅,✅,✅,✅,Individual,,,
Timofey Nikolaevich Sergeytsev,❌,❌,✅,✅,❌,❌,❌,Individual,,,
Timur Borisovich Kanokov,✅,✅,✅,✅,✅,✅,❌,Individual,,,
Timur Igorevich Maksimov,❌,❌,❌,❌,✅,❌,❌,Individual,,,
Timur Ilgizovich Samatov,❌,✅,❌,❌,✅,❌,❌,Individual,,,
Timur Ivanov,✅,✅,✅,✅,✅,✅,✅,Individual,,,
Timur Samirovich Valiulin,✅,❌,❌,❌,✅,❌,❌,Individual,,,
Timur Vadimovich Ivanov,✅,❌,❌,❌,❌,❌,❌,Individual,,,
Tina Kandelaki,✅,❌,❌,❌,❌,❌,❌,Individual,,,
Tipografiya Irkut,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Tnk Trading International S.a.,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Tnk Trading International S.a.,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Tomsk Microwave and Photonic Integrated Circuits and Modules Collective Design Center,❌,❌,❌,✅,❌,❌,❌,Entity,,,
"Trans Logistik, Ooo",✅,❌,❌,❌,❌,❌,❌,Entity,,,
Trans-flot Jsc,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Transadria Ltd,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Transmorflot Llc,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Transneft,❌,❌,❌,✅,❌,❌,❌,Entity,,,
"Transneft Finans, Ooo",✅,❌,❌,❌,❌,❌,❌,Entity,,,
"Transneft-diaskan, Ao",✅,❌,❌,❌,❌,❌,❌,Entity,,,
"Transneft-druzhba, Ao",✅,❌,❌,❌,❌,❌,❌,Entity,,,
"Transneft-media, Ooo",✅,❌,❌,❌,❌,❌,❌,Entity,,,
"Transneft-metrologiya, Ao",✅,❌,❌,❌,❌,❌,❌,Entity,,,
"Transneft-okhrana, Ooo",✅,❌,❌,❌,❌,❌,❌,Entity,,,
"Transneft-podvodservis, Ao",✅,❌,❌,❌,❌,❌,❌,Entity,,,
"Transneft-prikame, Ao",✅,❌,❌,❌,❌,❌,❌,Entity,,,
"Transneft-privolga, Ao",✅,❌,❌,❌,❌,❌,❌,Entity,,,
"Transneft-sever, Ao",✅,❌,❌,❌,❌,❌,❌,Entity,,,
"Transneft-sibir, Ao",✅,❌,❌,❌,❌,❌,❌,Entity,,,
"Transneft-tsentralnaya Sibir, Ao",✅,❌,❌,❌,❌,❌,❌,Entity,,,
"Transneft-ural, Ao",✅,❌,❌,❌,❌,❌,❌,Entity,,,
"Transnefteprodukt, Pao",✅,❌,❌,❌,❌,❌,❌,Entity,,,
Transpetrochart Co Ltd,✅,❌,❌,❌,❌,❌,❌,Entity,,,
TransService Llc,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Trinitex Ooo,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Triton,✅,❌,❌,❌,❌,❌,❌,Vessel,,,
"Tropov Co., Ltd. Name National Institute of Mechanical and Architectural Design Vimpel",❌,❌,❌,❌,❌,❌,✅,Entity,,,
"Trv Auto Limited Liability Company",✅,❌,❌,❌,❌,❌,✅,Entity,,,
Tsar',❌,❌,✅,❌,❌,❌,❌,Individual,,,
Tsargrad Ooo,✅,✅,❌,❌,❌,❌,❌,Entity,,,
Tsargrad Park OOO,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Tsargrad-Kultura OOO,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Tsargrad-Media OOO,✅,❌,❌,❌,❌,❌,❌,Entity,,,
"Tsifrovye Tekhnologii Budushchego Limited Liability Company",✅,❌,❌,❌,❌,❌,❌,Entity,,,
"Tsmrbank, Ooo",✅,❌,❌,❌,❌,❌,❌,Entity,,,
"Tsup Vsto, Ooo",✅,❌,❌,❌,❌,❌,❌,Entity,,,
Tupolev Jsc,❌,❌,❌,✅,✅,❌,❌,Entity,,,
Tupolev Public Joint Stock Company,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Tureya Ooo,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Turpal-Ali Vakhayevich Ibragimov,✅,❌,❌,❌,❌,❌,❌,Individual,,,
"Turukhan",✅,❌,❌,❌,❌,❌,❌,Vessel,,,
TV Centre International,❌,❌,❌,✅,❌,❌,❌,Entity,,,
"Tv-novosti",❌,✅,❌,❌,❌,❌,❌,Entity,,,
"Uab Pella-fjord",❌,❌,❌,✅,❌,❌,❌,Entity,,,
Uec-aviadvigatel Jsc,❌,❌,❌,✅,❌,❌,❌,Entity,,,
Uec-Saturn,❌,❌,❌,✅,✅,❌,❌,Entity,,,
Ugolnye Tekhnologii Ooo,✅,❌,❌,❌,✅,❌,❌,Entity,,,
Ulyanovski Giproaviaprom Oao,✅,❌,❌,❌,❌,❌,❌,Entity,,,
"Umanski Elevator, Oao",✅,❌,❌,❌,❌,❌,❌,Entity,,,
Umar Sugaipov,✅,❌,❌,❌,❌,❌,❌,Individual,,,
Umka,✅,❌,❌,❌,❌,❌,❌,Vessel,,,
United  Instrument Manufacturing,✅,❌,❌,✅,❌,❌,❌,Entity,,,
United Aircraft Corporation,❌,❌,❌,❌,✅,❌,❌,Entity,,,
United Aircraft Corporation,❌,❌,❌,✅,❌,❌,❌,Entity,,,
United Aircraft Corporation,❌,❌,❌,✅,❌,❌,❌,Entity,,,
United Aircraft Corporation,❌,❌,❌,✅,❌,❌,❌,Entity,,,
United Company Ojsc,✅,❌,❌,❌,❌,❌,❌,Entity,,,
United Engine Corporation,❌,❌,❌,✅,✅,❌,❌,Entity,,,
United Shipbuilding Corporation,❌,❌,❌,✅,✅,✅,✅,Entity,,,
United Shipbuilding Corporation,❌,❌,❌,✅,❌,❌,❌,Entity,,,
United Shipbuilding Corporation ‘5th Shipyard’,❌,❌,❌,✅,❌,❌,❌,Entity,,,
United Shipbuilding Corporation ‘Production Association Northern Machine Building Enterprise’,❌,❌,❌,✅,✅,❌,❌,Entity,,,
United Shipbuilding Corporation “Pribaltic Shipbuilding Factory Yantar”,❌,❌,✅,✅,❌,❌,❌,Entity,,,
United Shipbuilding Corporation Jsc “35th Shipyard”,❌,❌,❌,✅,❌,❌,❌,Entity,,,
United Shipbuilding Corporation Jsc “Astrakhan Shipyard”,❌,❌,❌,✅,❌,❌,❌,Entity,,,
United Shipbuilding Corporation Jsc “Aysberg Central Design Bureau”,❌,❌,❌,✅,❌,❌,❌,Entity,,,
United Shipbuilding Corporation Jsc Aysberg Central Design Building,✅,❌,❌,❌,❌,❌,❌,Entity,,,
United World International,✅,✅,❌,❌,❌,✅,❌,Entity,,,
Ural Bank for Reconstruction and Development,❌,✅,❌,❌,✅,❌,❌,Entity,,,
Ural Scientific Research Institute for Composite Materials,❌,❌,❌,✅,✅,❌,❌,Entity,,,
Uralmashzavod Oao,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Urals Project Design Bureau Detal,❌,❌,❌,✅,❌,❌,❌,Entity,,,
Usm Limited Liability Company,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Utrenniy,✅,❌,❌,❌,❌,❌,❌,Vessel,,,
Vadim Aleksandrovich Volchenko,❌,❌,❌,❌,✅,❌,❌,Individual,,,
Vadim Alekseevich Subbotin,❌,❌,❌,❌,✅,❌,❌,Individual,,,
Vadim Anatolyevich Lukashevich,❌,✅,✅,✅,❌,❌,❌,Individual,,,
Vadim Bravinov,❌,❌,❌,❌,❌,❌,✅,Individual,,,
Vadim Danilovich Belik,❌,❌,❌,❌,✅,❌,❌,Individual,,,
Vadim Evgenievich Shadura,❌,✅,✅,✅,❌,❌,❌,Individual,,,
Vadim Ivanovich Denisenko,❌,✅,✅,✅,❌,❌,❌,Individual,,,
Vadim Nikolaevich Moshkovich,❌,✅,✅,✅,✅,✅,❌,Individual,,,
Vadim Nikolayevich Shuvalov,✅,✅,✅,✅,✅,✅,✅,Individual,,,
Vadim Valentinovich Kumin,✅,✅,✅,✅,✅,✅,✅,Individual,,,
Vadim Valerievich Kulik,✅,✅,❌,❌,✅,❌,❌,Individual,,,
Vadim Viktorovich Bulgakov,✅,❌,❌,❌,❌,❌,❌,Individual,,,
Vadim Vladimirovich Belousov,✅,✅,✅,✅,✅,✅,✅,Individual,,,
Vadim Yevgenyevich Bulavinov,✅,✅,✅,✅,✅,✅,❌,Individual,,,
Vadim Yevgenyevich Dengin,✅,✅,✅,✅,✅,✅,❌,Individual,,,
Vagit Yusufovich Alekperov,❌,✅,❌,❌,✅,✅,❌,Individual,,,
Vakhtang Karamyan,✅,❌,❌,❌,❌,❌,❌,Individual,,,
Valentin Emirov,✅,❌,❌,❌,❌,❌,❌,Vessel,,,
Valentin Gennadyevich Mamaev,❌,✅,❌,❌,✅,✅,❌,Individual,,,
Valentin Pavlovich Lutsak,❌,❌,✅,✅,✅,❌,❌,Individual,,,
Valentin Valentinovich Demidov,✅,❌,❌,❌,✅,❌,❌,Individual,,,
Valentina Ivanovna Matviyenko,✅,✅,✅,✅,✅,✅,✅,Individual,,,
Valentina Nikolayevna Artamonova,✅,✅,✅,✅,✅,✅,✅,Individual,,,
Valentina Nikolayevna Pivnenko,✅,✅,✅,✅,✅,✅,✅,Individual,,,
Valentina Vladimirovna Tereshkova,✅,❌,❌,❌,❌,❌,❌,Individual,,,
Valeri Vyacheslavovich Abramov,✅,❌,❌,❌,❌,❌,❌,Individual,,,
Valerii Kostiantynovych Musiienko,❌,❌,❌,❌,✅,✅,❌,Individual,,,
Valerii Mykhailovych Pahnyts,❌,❌,❌,❌,✅,❌,❌,Individual,,,
Valerii Vasilyevich Lukyanenko,✅,✅,❌,❌,✅,❌,❌,Individual,,,
Valerii Yuriovych Travkin,❌,❌,❌,❌,✅,❌,❌,Individual,,,
Valeriy Iosifovich Galinkin,❌,✅,✅,✅,✅,❌,✅,Individual,,,
Valeriy Ivanovich Pogrebenkov,✅,✅,❌,❌,❌,❌,❌,Individual,,,
Valeriy Stepanovich Skrug,✅,✅,✅,✅,✅,✅,✅,Individual,,,
Valeriy Valeryevich Sidorenko,❌,✅,❌,❌,❌,❌,❌,Individual,,,
Valeriya Kalabayeva,❌,✅,❌,❌,❌,❌,❌,Individual,,,
Valery Andreevich Ponomarev,✅,✅,✅,✅,✅,❌,❌,Individual,,,
Valery Bolotov,✅,❌,❌,❌,✅,❌,✅,Individual,,,
Valery Fedorovich Rashkin,✅,✅,✅,✅,✅,✅,✅,Individual,,,
Valery Flyustikov,❌,✅,❌,❌,✅,❌,❌,Individual,,,
Valery Ivanovich Yanushkevich,❌,✅,✅,✅,❌,❌,❌,Individual,,,
Valery Karlovich Gartung,✅,✅,✅,✅,✅,✅,✅,Individual,,,
Valery Kirillovich Medvedev,✅,❌,❌,❌,✅,❌,✅,Individual,,,
Valery Mykhailovych Pakhnyts,✅,❌,❌,❌,❌,❌,❌,Individual,,,
Valery Nikolayevich Vasilyev,✅,✅,✅,✅,✅,✅,❌,Individual,,,
Valery Petrovich Usatyuk,✅,✅,✅,✅,✅,✅,❌,Individual,,,
Valery Sergeyevich Seleznyov,✅,✅,✅,✅,✅,✅,✅,Individual,,,
Valery Vasilevich Gerasimov,✅,✅,✅,✅,✅,✅,✅,Individual,,,
Valery Vladimirovich Kaurov,✅,✅,✅,✅,✅,✅,✅,Individual,,,
Valery Vladimirovich Kulikov,❌,✅,✅,✅,✅,✅,❌,Individual,,,
Valery Vladimirovich Semyonov,✅,✅,✅,✅,✅,✅,❌,Individual,,,
Valery Vladimirovich Skorokhodov,❌,✅,✅,✅,✅,❌,✅,Individual,,,
Vasiliy Aleksandrovich Nikitin,✅,✅,✅,✅,✅,✅,✅,Individual,,,
Vasily Aleksandrovich Orlov,❌,✅,❌,❌,✅,❌,❌,Individual,,,
Vasily Anatolievich Pertsev,❌,✅,✅,✅,✅,❌,✅,Individual,,,
Vasily Ivanovich Piskarev,✅,✅,✅,✅,✅,❌,✅,Individual,,,
Vasily Maksimovich Vlasov,❌,✅,✅,✅,✅,✅,✅,Individual,,,
Vasily Nikolayevich Ikonnikov,✅,✅,✅,✅,✅,✅,❌,Individual,,,
Vasily Vasilevich Bozyavkin,❌,❌,❌,❌,✅,❌,❌,Individual,,,
Vasily Viktorovich Noskov,❌,✅,❌,❌,✅,❌,❌,Individual,,,
Vasily Yuryevich Brovko,✅,❌,❌,❌,✅,❌,❌,Individual,,,
Veb,❌,❌,❌,❌,✅,❌,✅,Entity,,,
Veb Asia Limited,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Veb Asia Limited,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Veb Capital,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Veb Capital,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Veb Engineering Llc,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Veb Engineering Llc,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Veb Leasing Ojsc,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Veb Leasing Ojsc,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Veb.rf,❌,✅,✅,✅,❌,❌,❌,Entity,,,
Vega Pilot Plant,❌,❌,❌,✅,❌,❌,❌,Entity,,,
"Velichkovski Elevator, Oao",✅,❌,❌,❌,❌,❌,❌,Entity,,,
Vera Vadimovna Novoselskaya,❌,❌,❌,❌,✅,❌,❌,Individual,,,
Veronika Valeriyevna Vlasova,✅,✅,✅,✅,❌,✅,✅,Individual,,,
Vertikal Llc,❌,❌,❌,✅,❌,❌,❌,Entity,,,
Vertolety Rossii Ao,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Vertolety Rossii Ao,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Vesti.Ru,❌,❌,❌,❌,✅,❌,❌,Entity,,,
Viachaslau Rassalai,❌,✅,❌,❌,❌,✅,❌,Individual,,,
Viacheslav Anatoliiovych Apraksimov,❌,❌,❌,❌,✅,✅,❌,Individual,,,
Viacheslav Evgenyevich Svetlov,❌,✅,✅,✅,✅,❌,✅,Individual,,,
Viacheslav Mykolaiovych Petrov,❌,❌,❌,✅,✅,✅,❌,Individual,,,
Viacheslav Ponomariov,❌,✅,✅,✅,✅,❌,❌,Individual,,,
Viacheslav Sergeevich Klobukov,❌,✅,✅,✅,✅,❌,❌,Individual,,,
Viacheslav Yuryevich Dubrovinskiy,✅,❌,❌,❌,❌,❌,❌,Individual,,,
Viatcheslav Moshe Kantor,❌,✅,✅,✅,❌,❌,❌,Individual,,,
Victor Alekseyevich Boyarkin,✅,❌,❌,❌,❌,❌,❌,Individual,,,
Victor Evdokimovich Gavrilov,❌,✅,❌,❌,✅,❌,❌,Individual,,,
Victor Mikhailovich Zavarzin,✅,❌,❌,❌,❌,❌,❌,Individual,,,
Victor Nikolayevich Kiryanov,✅,❌,❌,❌,✅,❌,❌,Individual,,,
Victor Petrovich Ivanov,✅,❌,❌,❌,✅,✅,❌,Individual,,,
Victor Vitalievich Pinsky,✅,✅,✅,✅,❌,✅,✅,Individual,,,
Victor Vladimirovich Soyko,❌,✅,✅,✅,❌,✅,❌,Individual,,,
Victor Yakovlevich Grin,✅,❌,❌,❌,❌,❌,❌,Individual,,,
Victor Yuriiovych Anosov,✅,❌,❌,❌,✅,✅,❌,Individual,,,
Victoria Nikiforova,❌,❌,✅,✅,❌,❌,❌,Individual,,,
Victoria Sergeyevna Rodina,✅,✅,✅,✅,✅,✅,✅,Individual,,,
Vietnam-russia Joint Venture Bank,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Viktor Aleksandrovich Ignatov,✅,✅,✅,✅,✅,✅,❌,Individual,,,
Viktor Aleksandrovich Markelov,✅,❌,❌,❌,❌,❌,❌,Individual,,,
Viktor Alekseevich Komanov,✅,✅,❌,❌,✅,❌,❌,Individual,,,
Viktor Alekseevich Ozerov,✅,✅,✅,✅,✅,✅,❌,Individual,,,
Viktor Alekseyevich Kazakov,✅,✅,✅,✅,✅,✅,✅,Individual,,,
Viktor Aliaksandravich Lukashenko,❌,❌,❌,❌,❌,✅,❌,Individual,,,
Viktor Anatolyevich Mozhelianskiy,❌,❌,✅,❌,✅,✅,❌,Individual,,,
Viktor Anatolyevich Mozhelyanskiy,✅,❌,❌,❌,❌,❌,❌,Individual,,,
Viktor Andreevich Nikolaev,✅,✅,❌,❌,❌,❌,❌,Individual,,,
Viktor Andriyovych Emelianenko,✅,❌,❌,❌,❌,❌,❌,Individual,,,
Viktor Andriyovych Yemelyanenko,❌,❌,❌,❌,✅,❌,❌,Individual,,,
Viktor Borisovich Kidyaev,✅,✅,✅,✅,✅,✅,✅,Individual,,,
Viktor Borisovich Netyksho,✅,❌,❌,❌,❌,❌,❌,Individual,,,
Viktor Dmitrievich Ishchenko,❌,✅,✅,✅,✅,❌,✅,Individual,,,
Viktor Dsjuba,❌,❌,❌,✅,❌,✅,✅,Individual,,,
Viktor Fedorovych Yanukovych,✅,✅,❌,✅,❌,✅,✅,Individual,,,
Viktor Feliksovich Vekselberg,✅,✅,❌,❌,✅,✅,✅,Individual,,,
Viktor Feodosyevich Novozhilov,✅,✅,✅,✅,✅,✅,❌,Individual,,,
Viktor Filippovich Rashnikov,✅,✅,✅,✅,✅,✅,❌,Individual,,,
Viktor Ionatanovich Neer,❌,❌,❌,❌,✅,❌,❌,Individual,,,
Viktor Ivanovich Melnychenko,❌,❌,❌,❌,✅,❌,❌,Individual,,,
Viktor Ivanovich Sobolev,✅,✅,✅,✅,✅,✅,✅,Individual,,,
Viktor Ivanovych Ratushniak,❌,❌,✅,❌,❌,❌,❌,Individual,,,
Viktor Khrenin,❌,❌,❌,❌,❌,✅,❌,Individual,,,
Viktor Leonidovich Bedrik,❌,❌,❌,❌,✅,❌,❌,Individual,,,
Viktor Melkhiorovich Kress,✅,✅,❌,❌,✅,❌,❌,Individual,,,
Viktor Nikolaevich Khmarin,❌,✅,❌,❌,❌,❌,❌,Individual,,,
Viktor Nikolayevich Bondarev,✅,✅,✅,✅,✅,✅,❌,Individual,,,
Viktor Nikolayevich Palagin,✅,❌,❌,❌,✅,❌,❌,Individual,,,
Viktor Nikolayevich Strigunov,❌,❌,✅,✅,❌,❌,❌,Individual,,,
Viktor Olegovich Zhidkov,✅,❌,❌,❌,❌,❌,❌,Individual,,,
Viktor Pavlovich Perevalov,✅,❌,❌,❌,❌,❌,❌,Individual,,,
Viktor Pavlovych Pshonka,❌,❌,❌,❌,❌,❌,❌,Individual,,,
Viktor Petrovich Tomenko,❌,✅,❌,❌,✅,❌,❌,Individual,,,
Viktor Petrovich Vodolatsky,✅,✅,✅,✅,✅,✅,❌,Individual,,,
Viktor Valentinovich Seliverstov,✅,✅,✅,✅,✅,✅,✅,Individual,,,
Viktor Viktororvich Zobnev,✅,✅,✅,✅,✅,✅,❌,Individual,,,
Viktor Viktorovich Dziuba,❌,✅,✅,❌,❌,❌,❌,Individual,,,
Viktor Viktorovich Dzyuba,✅,❌,❌,❌,✅,❌,❌,Individual,,,
Viktor Vladimirovich Babenko,❌,❌,✅,✅,❌,❌,❌,Individual,,,
Viktor Vladimirovich Filippov,❌,❌,✅,✅,✅,❌,❌,Individual,,,
Viktor Vladimirovich Gulevich,❌,✅,✅,✅,❌,✅,❌,Individual,,,
Viktor Vladimirovich Smirnov,✅,✅,✅,✅,✅,✅,✅,Individual,,,
Viktor Vladislavovich Zubarev,❌,✅,✅,❌,✅,❌,✅,Individual,,,
Viktor Vladislavvich Subarev,✅,❌,❌,✅,❌,✅,❌,Individual,,,
Viktor Volodymyrovich Medvedchuk,✅,✅,❌,❌,✅,✅,❌,Individual,,,
Viktor Vyacheslavovich Yatsenko,✅,✅,✅,✅,✅,✅,❌,Individual,,,
Viktor Yefimovich Deryabkin,✅,✅,✅,✅,✅,✅,✅,Individual,,,
Viktor Yurievich Petrovich,❌,❌,❌,❌,✅,❌,❌,Individual,,,
Viktor Zabelin,✅,❌,❌,❌,❌,❌,❌,Vessel,,,
Viktor Zolotov,✅,✅,❌,✅,❌,✅,✅,Individual,,,
Viktoria Viktorovna Nikolaeva,✅,✅,✅,✅,❌,✅,✅,Individual,,,
Violetta Prigozhina,❌,✅,✅,✅,✅,❌,✅,Individual,,,
Vitali Jefimow,❌,❌,❌,✅,❌,✅,❌,Individual,,,
Vitali Lichachow,❌,✅,❌,✅,❌,✅,❌,Individual,,,
Vitalii Nikitich Ignatenko,❌,❌,❌,❌,✅,❌,❌,Individual,,,
Vitalii Yuriyovych Zakharchenko,✅,❌,✅,❌,❌,❌,❌,Individual,,,
Vitaliy Anatolyevich Markelov,✅,❌,❌,❌,❌,❌,❌,Individual,,,
Vitaliy Mikhaylovich Kishkinov,❌,✅,✅,✅,✅,❌,✅,Individual,,,
Vitaliy Pavlovich Khotsenko,✅,✅,✅,✅,✅,✅,❌,Individual,,,
Vitaliy Vasilyevich Kushnarev,✅,✅,✅,✅,✅,✅,✅,Individual,,,
Vitaliy Viktorovich Bulyuk,❌,❌,❌,❌,✅,❌,❌,Individual,,,
Vitaly Aleksandrovich Brednev,❌,❌,❌,❌,✅,❌,❌,Individual,,,
Vitaly Borisovich Yefimov,✅,✅,✅,❌,✅,❌,✅,Individual,,,
Vitaly Fridrikhovich Kilchevsky,❌,✅,✅,✅,❌,✅,❌,Individual,,,
Vitaly Gennadyevich Savelyev,✅,✅,✅,✅,❌,✅,❌,Individual,,,
Vitaly Germanovich Nakhlupin,❌,❌,❌,❌,✅,❌,❌,Individual,,,
Vitaly Sergeevich Kostarev,❌,❌,❌,❌,✅,❌,❌,Individual,,,
Vitaly Valentinovich Milonov,✅,✅,✅,✅,✅,✅,✅,Individual,,,
Vitaly Viktorovich Bakhmetyev,✅,✅,✅,✅,✅,✅,✅,Individual,,,
Vitaly Viktorovich Likhachev,✅,❌,✅,❌,✅,❌,❌,Individual,,,
Vitaly Viktorovich Metla,❌,❌,❌,❌,✅,❌,❌,Individual,,,
Vitaly Vladimirovich Kravets,❌,✅,✅,✅,✅,❌,✅,Individual,,,
Vladimir Abdualievich Vasiliev,✅,❌,❌,❌,❌,❌,✅,Individual,,,
Vladimir Abdualiyevich Vasilyev,❌,✅,❌,❌,✅,✅,❌,Individual,,,
Vladimir Albertovich Lebedev,✅,✅,✅,✅,✅,✅,❌,Individual,,,
Vladimir Aleksandrovich Bespalov,✅,✅,❌,❌,✅,✅,❌,Individual,,,
Vladimir Aleksandrovich Dmitriev,✅,✅,❌,❌,✅,❌,❌,Individual,,,
Vladimir Aleksandrovich Ivanov,✅,❌,❌,❌,❌,❌,❌,Individual,,,
Vladimir Alekseevich Ilinykh,✅,✅,✅,✅,✅,✅,✅,Individual,,,
Vladimir Alekseyevich Koshelev,✅,✅,✅,✅,✅,✅,✅,Individual,,,
Vladimir Alexandrovich Bespalov,❌,✅,✅,✅,❌,❌,❌,Individual,,,
Vladimir Alexandrovich Kolokoltsev,✅,✅,✅,✅,✅,✅,✅,Individual,,,
Vladimir Anatolievich Chekun,❌,❌,❌,❌,✅,❌,❌,Individual,,,
Vladimir Anatolievich Medvedev,❌,✅,✅,✅,✅,❌,✅,Individual,,,
Vladimir Anatolievich Shamanov,✅,✅,✅,✅,✅,✅,❌,Individual,,,
Vladimir Anatolievitch Bidevka,❌,✅,✅,✅,✅,✅,✅,Individual,,,
Vladimir Andreevich Konstantinov,✅,✅,✅,✅,✅,✅,✅,Individual,,,
Vladimir Andreyevich Beketov,✅,✅,✅,✅,✅,✅,❌,Individual,,,
Vladimir Antyufeyev,✅,✅,✅,✅,✅,✅,✅,Individual,,,
Vladimir Borisovich Senin,✅,✅,✅,✅,✅,✅,✅,Individual,,,
Vladimir Evgenievich Moshkin,❌,✅,✅,✅,✅,❌,❌,Individual,,,
Vladimir Filippovich Gorodetskiy,✅,✅,✅,✅,✅,✅,❌,Individual,,,
Vladimir Gennadievich Pakreev,❌,✅,✅,✅,❌,❌,✅,Individual,,,
Vladimir Georgyevich Kulishov,❌,❌,✅,✅,✅,❌,❌,Individual,,,
Vladimir Igorevich Kohzin,❌,❌,❌,❌,✅,❌,❌,Individual,,,
Vladimir Igorevich Kozhin,✅,✅,✅,✅,✅,✅,❌,Individual,,,
Vladimir Igorevich Krugly,✅,✅,✅,✅,✅,✅,❌,Individual,,,
Vladimir Igorevich Pashkov,✅,❌,❌,❌,❌,❌,❌,Individual,,,
Vladimir Igorevich Samokish,✅,✅,✅,✅,✅,✅,✅,Individual,,,
Vladimir Ilich Maksimenko,✅,✅,❌,❌,❌,✅,❌,Individual,,,
Vladimir Iosifovich Resin,✅,✅,✅,✅,✅,✅,❌,Individual,,,
Vladimir Ivanovich Bulavin,✅,✅,❌,❌,✅,✅,❌,Individual,,,
